P32234	GO:0005525
P39518	GO:0031957
P39002	GO:0004467
P39002	GO:0031957
P47912	GO:0004467
P69451	GO:0005504
P69451	GO:0004467
P69451	GO:0070538
O82359	GO:0017050
P81829	GO:0008613
P81829	GO:0005184
P06239	GO:0051117
P06239	GO:0042609
P06239	GO:0042610
P06239	GO:0001948
P06239	GO:0042802
P06239	GO:0016301
P06239	GO:0043548
P06239	GO:0046934
P06239	GO:0008022
P06239	GO:0019901
P06239	GO:0019903
P06239	GO:0004722
P06239	GO:0004713
P06239	GO:0042169
P06240	GO:0042609
P06240	GO:1990405
Q01621	GO:0003823
Q01621	GO:0032403
Q01621	GO:0004713
Q6UWP7	GO:0003841
Q6UWP7	GO:0008374
Q3UN02	GO:0016746
Q9UIC8	GO:0003880
Q9UIC8	GO:0008757
Q04081	GO:0018423
B3EY83	GO:0001972
P31025	GO:0004869
A2AJB7	GO:0005501
Q6ZPI3	GO:0003700
Q6ZPI3	GO:0008134
P02839	GO:0008010
P07187	GO:0008010
P07188	GO:0008010
Q67GH9	GO:0016767
Q67GH9	GO:0045436
Q67GH9	GO:0046905
Q8X0Z1	GO:0016767
Q8X0Z1	GO:0045436
Q8X0Z1	GO:0046905
Q9UUQ6	GO:0045436
Q9UUQ6	GO:0046905
P37295	GO:0016767
P37295	GO:0045436
P37295	GO:0046905
Q7Z859	GO:0016767
Q7Z859	GO:0045436
Q7Z859	GO:0046905
Q9P854	GO:0016767
Q9P854	GO:0045436
Q9P854	GO:0046905
Q9M1R1	GO:0080146
Q38932	GO:0045435
Q8BVA5	GO:0016298
Q12502	GO:0031625
O73715	GO:0046983
Q86U70	GO:0019899
Q86U70	GO:0030274
Q86U70	GO:0001102
Q86U70	GO:0003714
P70662	GO:0003682
P70662	GO:0001158
P70662	GO:0019899
P70662	GO:0030274
P70662	GO:0042803
P70662	GO:0043621
P70662	GO:0000989
P70060	GO:0042802
P70060	GO:0030274
P70060	GO:0042803
P70060	GO:0008134
O43679	GO:0003712
O55203	GO:0019899
O55203	GO:0000989
O75112	GO:0008092
Q9JKS4	GO:0051371
Q9JKS4	GO:0005080
P76008	GO:0004180
P0A9H3	GO:0042802
P0A9H3	GO:0008923
P38139	GO:0016788
P38139	GO:0004806
Q9BYZ2	GO:0004459
P00340	GO:0004459
P00338	GO:0098641
P06151	GO:0004459
P06151	GO:0004457
P04642	GO:0042802
P04642	GO:0019900
P04642	GO:0004459
P04642	GO:0004457
P04642	GO:0051287
P00337	GO:0004459
P07195	GO:0004459
P16125	GO:0004459
P42123	GO:0042802
P42123	GO:0019900
P42123	GO:0004459
P42123	GO:0004457
P42123	GO:0051287
P07864	GO:0004459
P00342	GO:0004459
P52643	GO:0008720
P52643	GO:0070404
Q7SI97	GO:0004459
Q7SI97	GO:0051287
Q7SI97	GO:0016491
E1XUJ2	GO:0016836
E1XUJ2	GO:0050486
P01130	GO:0032050
P01130	GO:0001948
P01130	GO:0042802
P01130	GO:0005041
P01130	GO:0002020
P01130	GO:0004872
P01130	GO:0030229
P35951	GO:0030169
P35951	GO:0005041
P35951	GO:0030229
P35952	GO:0005041
Q746J8	GO:0001130
Q746J8	GO:0003677
Q53W63	GO:0042803
O53638	GO:0071972
O53223	GO:0071972
G5EBZ4	GO:0008134
Q11184	GO:0008083
Q11184	GO:0019901
Q11184	GO:0008134
Q09517	GO:0050062
Q09517	GO:0030283
P36573	GO:0016936
P83721	GO:0005536
P83721	GO:0005537
P84870	GO:0030246
Q1PFR7	GO:0003677
Q1PFR7	GO:0003700
Q09610	GO:0051861
P18670	GO:0030246
P18670	GO:0019862
P58906	GO:0030246
P81517	GO:0030246
P08902	GO:0030246
P08902	GO:0042802
P81637	GO:0030246
P58908	GO:0030246
B3EWJ2	GO:0005509
B3EWJ2	GO:0005536
B3EWJ2	GO:0030145
B3EWJ2	GO:0005537
P58907	GO:0030246
P58909	GO:0030246
P86624	GO:0005509
P86624	GO:0005536
P86624	GO:0030145
P86624	GO:0005537
P18671	GO:0030246
Q70DJ5	GO:0044373
Q9AYP9	GO:0008061
O14960	GO:0042802
O88803	GO:0042802
P83511	GO:0005536
P83511	GO:0030145
B2KNH9	GO:0005537
P02870	GO:0005509
P02870	GO:0030246
P02870	GO:0030145
P42088	GO:0030246
P84821	GO:0048029
B3EWR1	GO:0005534
P83304	GO:0005536
P83304	GO:0005537
P83790	GO:0008061
Q59DY6	GO:0005534
Q59DY5	GO:0005534
Q9UJU2	GO:0070016
Q9UJU2	GO:0008013
Q9UJU2	GO:0070742
Q9UJU2	GO:0043027
Q9UJU2	GO:0035326
Q9UJU2	GO:0030284
Q9UJU2	GO:0030331
Q9UJU2	GO:0045295
Q9UJU2	GO:0042393
Q9UJU2	GO:0042826
Q9UJU2	GO:0000977
Q9UJU2	GO:0043565
Q9UJU2	GO:0003700
Q9UJU2	GO:0044212
Q9UJU2	GO:0001228
P27782	GO:0003682
P27782	GO:0003677
P27782	GO:0008301
P27782	GO:0000978
P27782	GO:0043565
P27782	GO:0003705
P27782	GO:0003700
P27782	GO:0008134
P27782	GO:0044212
P27782	GO:0001077
P41417	GO:0003677
P41417	GO:0003896
P15917	GO:0008237
Q05315	GO:0097153
Q96DT0	GO:0030395
A8MUM7	GO:0030395
P09382	GO:0044822
P09382	GO:0004871
P16045	GO:0030246
P11762	GO:0001948
P11762	GO:0030395
P11762	GO:0043236
P11762	GO:0042803
Q9Z144	GO:0016936
P17931	GO:0030246
P17931	GO:0042056
P17931	GO:0019863
P17931	GO:0043236
P17931	GO:0044822
P08699	GO:0050785
P08699	GO:0048030
P08699	GO:0034988
P08699	GO:0019863
P08699	GO:0048029
P56470	GO:0030246
Q8K419	GO:0016936
P47929	GO:0030246
O00214	GO:0030246
Q9JL15	GO:0030246
O00182	GO:0030246
O00182	GO:0048030
O00182	GO:0019899
O00182	GO:0005534
O00182	GO:0004871
O08573	GO:0030246
O08573	GO:0019899
O08573	GO:0016936
O08573	GO:0043539
O08573	GO:0005102
Q9SPB1	GO:0015043
Q9XTB5	GO:0031490
Q9XTB5	GO:0005521
Q5ZXN5	GO:0044606
P42838	GO:0004012
Q9Y5L5	GO:0003677
P38439	GO:0003723
P38439	GO:1990269
P38439	GO:0001076
P60785	GO:0003924
P60785	GO:0043023
P60785	GO:0043024
P60785	GO:0003746
P48357	GO:0042802
P48357	GO:0004888
P48356	GO:0038021
P48356	GO:0004888
Q62959	GO:0017046
Q62959	GO:0016500
P00803	GO:0004175
P00803	GO:0008233
P00803	GO:0004252
P00803	GO:0015643
P41160	GO:0008083
Q9I5G7	GO:0008233
P50596	GO:0005125
P50596	GO:0005179
P50596	GO:0051428
P50596	GO:0005102
A0R756	GO:0016857
A0R758	GO:0030246
A0R758	GO:0019200
P22981	GO:0005525
P22981	GO:0043274
P22981	GO:0019901
P22981	GO:0017034
O95202	GO:0005509
Q9LPR4	GO:0003852
Q9C550	GO:0003852
P09151	GO:0003852
P09151	GO:0003985
P9WQB3	GO:0003852
P9WQB3	GO:0000287
P9WQB3	GO:0030145
P9WQB3	GO:0030955
P9WQB3	GO:0008270
P06208	GO:0003852
P30125	GO:0003862
P30125	GO:0000287
P30125	GO:0030145
P30125	GO:0046872
P9WKK9	GO:0003862
P18869	GO:0003862
Q5SIY4	GO:0042802
P04173	GO:0003862
P38702	GO:0015228
Q12166	GO:0003852
Q94AR8	GO:0050486
P0A6A6	GO:0016836
P0A6A6	GO:0016866
P07264	GO:0003861
Q9ZW84	GO:0003861
Q9LYT7	GO:0003861
Q9ZW85	GO:0003861
P30126	GO:0016866
P76249	GO:0015190
P16150	GO:0004888
P13838	GO:0019904
P08638	GO:0001077
P08638	GO:0001078
P0A7C2	GO:0003677
P9WHR7	GO:0003677
Q3KSP5	GO:0042802
P19256	GO:0005102
Q9ESF4	GO:0044325
Q969X1	GO:0005123
A4LBC0	GO:0003700
A4LBC0	GO:0044212
O09010	GO:0033829
P0A8P1	GO:0008914
P0A8P1	GO:0016755
Q64280	GO:0038100
P86681	GO:0030414
Q00958	GO:0031490
Q00958	GO:0042803
Q00958	GO:0043621
Q00958	GO:0043565
Q00958	GO:0003700
Q08380	GO:0005044
A6Y9S5	GO:0016832
Q92604	GO:0003841
Q92604	GO:0047144
Q0QWS4	GO:0004089
O95970	GO:0005102
Q99538	GO:0008233
O89017	GO:0004197
O89017	GO:0008233
P39400	GO:0016616
Q9BXB1	GO:0004930
Q9BXB1	GO:0004888
A2ARI4	GO:0004888
O75473	GO:0004930
O75473	GO:0004888
Q9Z1P4	GO:0004888
P60955	GO:0008961
P0AC81	GO:0004462
P0AC81	GO:0016151
Q04760	GO:0004462
Q04760	GO:0008270
Q9CPU0	GO:0004462
Q9CPU0	GO:0008270
Q9HU72	GO:0004462
Q9HU72	GO:0008270
Q09751	GO:0004462
Q09751	GO:0008270
P50107	GO:0004462
Q9C639	GO:0031409
Q9C639	GO:0042803
Q9Y693	GO:0003677
P37339	GO:0050660
P37339	GO:0034419
Q946J8	GO:0003677
Q946J8	GO:0003935
Q946J8	GO:0035064
P33399	GO:0003723
P33399	GO:0000049
Q0VD18	GO:0004427
Q0VD18	GO:0000287
Q0VD18	GO:0008969
Q9H008	GO:0004427
Q9H008	GO:0042803
P36016	GO:0000774
P36016	GO:0005524
P36016	GO:0051082
Q9FKS8	GO:0015171
P53411	GO:0003714
P63006	GO:0003700
P29674	GO:0043565
Q9Z0S2	GO:0003682
Q9Z0S2	GO:0043565
Q9Z0S2	GO:0001076
Q9UBR4	GO:0001085
P50481	GO:0001076
O97581	GO:0003677
Q90881	GO:0003714
Q6R0H1	GO:0003700
Q6R0H1	GO:0044212
Q99M04	GO:0016992
Q57394	GO:0016757
P38571	GO:0016298
P38571	GO:0004771
Q64194	GO:0016298
Q64194	GO:0004771
Q9HDV4	GO:0034647
P81715	GO:0005509
P81715	GO:0008237
P81715	GO:0008270
P53150	GO:0003682
P42702	GO:0005127
P42702	GO:0019838
P42702	GO:0004923
O70535	GO:0019955
O70535	GO:0004923
O70535	GO:0046982
P15018	GO:0005125
P15018	GO:0008083
P15018	GO:0005146
P15018	GO:0005102
P15018	GO:0001135
P09056	GO:0005125
P09056	GO:0008083
P17777	GO:0005146
P25772	GO:0003911
Q9KWL3	GO:0050606
P9WNV3	GO:0005524
P9WNV3	GO:0003910
P9WNV3	GO:0003909
P9WNV3	GO:0003896
P9WNV3	GO:0003887
P9WNV3	GO:0003899
P9WNV3	GO:0000287
P9WNV3	GO:0030145
P9WNV3	GO:0004652
P9WNV3	GO:0008310
Q9I1X7	GO:0003910
Q9I1X7	GO:0003887
Q9I1X7	GO:0004532
Q9I1X7	GO:0016779
Q9D1T0	GO:0005154
Q8YK97	GO:0016702
Q9UHB6	GO:0051015
Q9UHB6	GO:0003785
Q9UHB6	GO:0098641
Q9BIW5	GO:0051015
Q9UGP4	GO:0008270
Q9QXD8	GO:0003714
Q06BR1	GO:0003714
Q9BIW4	GO:0051015
Q9EQR5	GO:0019901
P53667	GO:0031072
P53667	GO:0004674
P53668	GO:0046982
P53671	GO:0004674
O54785	GO:0046982
O54785	GO:0004672
P53670	GO:0004674
P48059	GO:0019901
P48059	GO:0008270
O17583	GO:0017137
Q21446	GO:0003690
Q21446	GO:0000977
Q21446	GO:0003697
Q27355	GO:0000977
P92186	GO:0019899
P92186	GO:0003730
P92186	GO:0003729
P92186	GO:1990715
P92186	GO:0070883
P92186	GO:0070878
Q9VRN5	GO:0003729
P54936	GO:0005159
P34683	GO:0043565
Q10574	GO:0046982
Q10574	GO:0042803
Q10574	GO:0043565
P34684	GO:0043565
Q2Q1W2	GO:0030371
Q1PSW8	GO:0035198
Q1PSW8	GO:0061630
Q1PSW8	GO:0004842
P90916	GO:0042826
Q95QD7	GO:0001046
A1Z9E2	GO:0003677
O14910	GO:0097016
Q9Z250	GO:0030165
Q9HAP6	GO:0019904
Q9Z252	GO:0030165
Q9NUP9	GO:0008092
Q9NUP9	GO:0097016
Q9NUP9	GO:0019904
Q792I0	GO:0030165
Q84UV0	GO:0034007
Q9P4E5	GO:0016298
Q71DJ5	GO:0004806
O94091	GO:0016298
Q9S2A5	GO:0052689
Q9S2A5	GO:0004806
Q67ZU1	GO:0016298
Q93J06	GO:0052689
Q93J06	GO:0004806
Q9P8W1	GO:0016298
Q9SZ15	GO:0042803
Q9P8W0	GO:0016298
Q9P4E8	GO:0016298
Q13136	GO:0004871
Q8BSS9	GO:0032403
O32129	GO:0016992
Q21049	GO:0019894
Q21049	GO:0042803
Q21049	GO:0030159
P60716	GO:0051539
P60716	GO:0003826
P60716	GO:0016992
Q86W92	GO:0098641
Q9SXP7	GO:0033819
P60720	GO:0003824
P60720	GO:0033819
P60720	GO:0016415
P60720	GO:0016740
P9WK83	GO:0033819
Q06005	GO:0016874
P11150	GO:0004620
P11150	GO:0004806
P27656	GO:0016298
P07867	GO:0047372
P07867	GO:0034185
P07867	GO:0052689
P07867	GO:0035478
P07867	GO:0043395
P07867	GO:0008201
P07867	GO:0008289
P07867	GO:0030169
P07867	GO:0004622
P07867	GO:0008970
P07867	GO:0016746
P07867	GO:0004806
Q9Y5X9	GO:0004465
Q9Y5X9	GO:0008970
Q9Y5X9	GO:0004620
Q9WVG5	GO:0004620
O06350	GO:0052689
O06350	GO:0004629
P07098	GO:0004806
P04634	GO:0016298
P04634	GO:0016615
Q8WWY8	GO:0008201
Q8WWY8	GO:0004620
Q6XZB0	GO:0008201
Q6XZB0	GO:0004620
Q5VXJ0	GO:0004465
P39648	GO:0016415
P11151	GO:0034185
P11151	GO:0004465
P11151	GO:0004620
P11151	GO:0004806
P06858	GO:0034185
P06858	GO:0008201
P06858	GO:0004465
P06858	GO:0005102
P06858	GO:0004806
P11152	GO:0004465
P11152	GO:0004806
Q06000	GO:0004465
Q06000	GO:0017129
P54511	GO:0016415
Q5VYY2	GO:0004465
Q5VXI9	GO:0004465
Q6P8U6	GO:0004806
P27657	GO:0016298
P27657	GO:0004806
P06857	GO:0005509
P54315	GO:0004806
P54316	GO:0016298
P81139	GO:0004806
P54317	GO:0047372
P54317	GO:0005509
P54317	GO:0047714
P54317	GO:0004620
P17892	GO:0004806
P54318	GO:0047714
P54318	GO:0016298
P54318	GO:0004620
P54318	GO:0004806
P54310	GO:0019901
P54310	GO:0004806
P15304	GO:0047372
P15304	GO:0016788
A6NK58	GO:0033819
Q9Y234	GO:0016746
L0TC47	GO:0005504
L0TC47	GO:0016298
P26876	GO:0016298
P04635	GO:0005509
P04635	GO:0008970
P04635	GO:0004620
P04635	GO:0004806
Q93MW7	GO:0052689
Q93MW7	GO:0016290
Q93MW7	GO:0004620
Q93MW7	GO:0004806
O75019	GO:0003823
O75019	GO:0004888
Q8N149	GO:0003823
Q8N149	GO:0004872
Q8N6C8	GO:0003823
Q8N6C8	GO:0004872
Q8NHL6	GO:0030107
Q8NHL6	GO:0030109
Q8NHL6	GO:0042288
Q8NHL6	GO:0032393
Q8NHL6	GO:0042803
Q8NHL6	GO:0008157
Q8NHL6	GO:0042169
Q8N423	GO:0050839
Q8N423	GO:0032396
Q8N423	GO:0042288
Q8N423	GO:0023029
Q8N423	GO:0008157
Q8N423	GO:0004872
O75022	GO:0004872
O75022	GO:0004888
Q8NHJ6	GO:0003823
Q8NHJ6	GO:0004872
O75023	GO:0004888
P43033	GO:0034452
P43033	GO:0045502
P43033	GO:0008201
P43033	GO:0008017
P43033	GO:0043274
Q8I0F4	GO:0045504
Q8I0F4	GO:0017048
Q00664	GO:0008017
P43034	GO:0045502
P43034	GO:0004623
P63005	GO:0008017
P63005	GO:0051219
P63005	GO:0042803
P63004	GO:0045505
P63004	GO:0047179
P63004	GO:0032403
P39946	GO:0042802
P39946	GO:0051010
Q99732	GO:0004871
Q99732	GO:0050699
Q17990	GO:0009882
P10758	GO:0008083
P10758	GO:0042802
P10758	GO:0019902
P10758	GO:0042803
P10758	GO:0019903
P10758	GO:0005102
P11072	GO:0008233
Q9I2A0	GO:0004419
P22731	GO:0015658
P0A9S7	GO:0015658
P0AEX7	GO:0015658
P0AD96	GO:0015658
P04816	GO:0015190
P22729	GO:0015658
Q2MF66	GO:0016899
O43000	GO:0015233
Q10156	GO:0004672
Q10156	GO:0004674
P09960	GO:0004177
P09960	GO:0004301
P09960	GO:0004463
P09960	GO:0008233
P09960	GO:0044822
P09960	GO:0008270
P30349	GO:0004463
Q10740	GO:0004177
Q10740	GO:0004301
P33232	GO:0010181
P33232	GO:0004459
P33231	GO:0015295
P0ACL7	GO:0043565
Q9SPN0	GO:0000287
Q9SPN0	GO:0034008
Q9SPN1	GO:0034008
Q8H2B4	GO:0000287
Q8H2B4	GO:0030145
Q8H2B4	GO:0034008
Q9BRT6	GO:0044822
Q9H0V9	GO:0005537
P49257	GO:0005537
P49257	GO:0051082
Q62902	GO:0005509
Q62902	GO:0042802
Q62902	GO:0005537
Q12907	GO:0030246
Q12907	GO:0001948
Q12907	GO:0031072
Q12907	GO:0005537
Q9NUN5	GO:0015235
Q8K0B2	GO:0005158
Q9Y468	GO:0003682
Q9Y468	GO:0042393
Q9Y468	GO:0042802
Q9Y468	GO:0035064
Q9Y468	GO:0031493
Q9Y468	GO:0031491
Q9Y468	GO:0032093
Q969R5	GO:0042393
Q969R5	GO:0035064
Q8VEE1	GO:0003714
P56563	GO:0005212
Q9VH19	GO:0004222
Q9VH19	GO:0008233
Q21443	GO:0042393
Q21443	GO:0005198
P02545	GO:0005198
P48679	GO:0008157
Q54HI5	GO:0030527
P20700	GO:0005198
P14733	GO:0043274
Q8AW92	GO:0003712
P61968	GO:0003700
P61969	GO:0001158
P61969	GO:0008134
Q9XYS8	GO:0005546
Q80YE4	GO:0004713
Q8IWU2	GO:0070853
Q8IWU2	GO:0004864
Q8IWU2	GO:0004674
Q9JKU8	GO:0000977
O60663	GO:0003700
O88609	GO:0000977
Q9H9Z2	GO:0003723
Q8K3Y3	GO:0035198
Q8K3Y3	GO:0003729
Q8K3Y3	GO:0003723
Q8K3Y3	GO:0031369
Q6ZN17	GO:0044822
Q6ZN17	GO:0003723
Q9S823	GO:0008017
Q9Y8A5	GO:0050637
Q9Y8A5	GO:0016491
Q9Y8A5	GO:0008757
Q9Y8A5	GO:0016747
P23930	GO:0016410
O70263	GO:0030165
O70263	GO:0004842
Q91XL2	GO:0030165
Q06508	GO:0042171
P43586	GO:0042802
P43586	GO:0003729
F2JXJ3	GO:0033736
Q9S752	GO:0004842
Q84MC2	GO:0042803
O05306	GO:0016799
P25894	GO:0008237
O61267	GO:0004672
O61267	GO:0050321
Q7KRI2	GO:0003677
Q7KRI2	GO:0031208
Q7KRI2	GO:0042803
P61316	GO:0042954
P61320	GO:0071723
P0ADC3	GO:0042954
P75957	GO:0042954
P75958	GO:0042954
Q17RB8	GO:0004842
P36776	GO:0043531
P36776	GO:0005524
P36776	GO:0004176
P36776	GO:0070182
P36776	GO:0051880
P36776	GO:0070362
P36776	GO:0070361
P36776	GO:0043565
P36776	GO:0003727
Q8CGK3	GO:0004176
Q8CGK3	GO:0016887
Q8CGK3	GO:0070361
Q8CGK3	GO:0003697
Q924S5	GO:0004176
P36775	GO:0004176
Q86WA8	GO:0019899
Q86WA8	GO:0008233
Q86WA8	GO:0002020
Q86WA8	GO:0005102
P0A9M0	GO:0005524
P0A9M0	GO:0004176
P0A9M0	GO:0016887
P0A9M0	GO:0003677
P0A9M0	GO:0008233
P0A9M0	GO:0004252
Q9UN81	GO:0042802
Q9UN81	GO:0003697
Q9UN81	GO:0003727
O00370	GO:0003964
O00370	GO:0009036
P23490	GO:0030674
P23490	GO:0005200
P23490	GO:0005198
P18165	GO:0005200
P18165	GO:0030280
Q07923	GO:0003955
Q07923	GO:0008134
Q9Y7C8	GO:0020037
Q9Y7C8	GO:0005506
Q9Y7C8	GO:0004497
Q9Y7D0	GO:0070402
Q9Y7D0	GO:0016491
Q9Y7D1	GO:0016746
Q9Y7D5	GO:0016491
Q9Y7D5	GO:0008757
Q9Y7D5	GO:0016747
Q0C8M2	GO:0016788
P18054	GO:0004052
P18054	GO:0051120
P18054	GO:0016165
P18054	GO:0016702
P39655	GO:0004052
F1LQ70	GO:0004052
O24379	GO:0016165
P27479	GO:0004052
P16050	GO:0004052
P16050	GO:0050473
P16050	GO:0097260
P16050	GO:0005546
P39654	GO:0004052
P39654	GO:0050473
P16469	GO:0004052
P16469	GO:0005506
P12530	GO:0004052
Q02759	GO:0004052
Q02759	GO:0050473
Q02759	GO:0051120
Q02759	GO:0047977
Q02759	GO:0019870
Q06327	GO:1990136
P93184	GO:0016165
O24370	GO:0016165
P38418	GO:0016165
P29250	GO:0016165
O24371	GO:0016165
Q9LNR3	GO:0016165
Q9FNX8	GO:0016165
Q9LUW0	GO:1990136
P09917	GO:0004051
P09917	GO:0005506
P12527	GO:0004051
Q9CAG3	GO:0016165
P38419	GO:0016166
Q9BYJ1	GO:0051120
Q9BYJ1	GO:0016702
Q9WV07	GO:0051120
P97873	GO:0016641
Q9Y4K0	GO:0003682
Q9Y4K0	GO:0009055
Q9Y4K0	GO:0035064
Q9Y4K0	GO:0070492
Q9Y4K0	GO:0004720
Q9Y4K0	GO:0003714
Q924C6	GO:0004720
Q9W349	GO:0003677
Q9W349	GO:0043565
Q9W349	GO:0044212
O22975	GO:0016298
O22975	GO:0042171
O22975	GO:0004623
F4HX15	GO:0047372
F4HX15	GO:0004620
Q92633	GO:0004930
Q92633	GO:0035727
Q92633	GO:0070915
P61793	GO:0070915
P61793	GO:0030165
P61794	GO:0001965
P61794	GO:0004930
P61794	GO:0005543
Q9HBW0	GO:0004930
Q9HBW0	GO:0008289
Q9JL06	GO:0030165
Q9UBY5	GO:0004930
Q9UBY5	GO:0008289
Q8K5E0	GO:0001965
Q8K5E0	GO:0005543
Q8BLG2	GO:0035727
Q8BLG2	GO:0070915
Q8LG50	GO:0003841
Q9SYC8	GO:0003841
Q8L7R3	GO:0050200
Q8S8S2	GO:0050200
Q643R3	GO:0003841
Q643R3	GO:0047144
Q643R3	GO:0071617
P9WHH7	GO:0050660
P9WHH7	GO:0003955
P9WHH7	GO:0070401
P9WHH7	GO:0016655
Q02783	GO:0015095
P09848	GO:0000016
Q02401	GO:0000016
Q02401	GO:0016740
Q14693	GO:0008195
Q91ZP3	GO:0042826
Q91ZP3	GO:0042975
Q91ZP3	GO:0008195
Q91ZP3	GO:0001085
Q91ZP3	GO:0003713
Q99PI5	GO:0008195
Q99PI5	GO:0003713
Q9BQK8	GO:0008195
Q99PI4	GO:0008195
Q7TNN8	GO:0008195
A0A0H3JR16	GO:0016979
A0A0H3JX98	GO:0016979
P0DN72	GO:0016979
P32099	GO:0016979
O07608	GO:0016979
O07608	GO:0017118
G5EDW2	GO:0004175
G5EDW2	GO:0042803
G5ECX0	GO:0004175
P39196	GO:0051978
P45464	GO:0030234
P0AB38	GO:0008047
P0AB38	GO:0019899
P0AB38	GO:0030234
Q9ZU49	GO:0008195
Q04396	GO:0008195
Q9XI60	GO:0008195
Q86U10	GO:0004067
O88202	GO:0003847
O88202	GO:0004067
O88202	GO:0004622
F4J220	GO:0008195
Q6NQL6	GO:0008195
Q6NLA5	GO:0008195
P42704	GO:0048487
P42704	GO:0008017
P42704	GO:0044822
P42704	GO:0031625
Q6PB66	GO:0003723
Q6PB66	GO:0003697
P9WK65	GO:0005319
P69776	GO:0042802
P69776	GO:0042834
P9WK61	GO:0046789
F4I4K5	GO:0016682
P9WK55	GO:0048018
P9WK45	GO:0051861
P9WK45	GO:0035091
P0ADV1	GO:0017089
P0A9V1	GO:0015437
P0A9V1	GO:0032403
P0ADV9	GO:0017089
P0ADV9	GO:0042802
P0ADC1	GO:0001530
P0AF98	GO:0015437
Q12405	GO:0016298
Q12405	GO:0004806
Q9SU91	GO:0008780
P0A722	GO:0008780
P0A722	GO:0042802
F4IF99	GO:0008915
P10441	GO:0008915
P10441	GO:0005543
F4IAT8	GO:0008759
P0DKB7	GO:0008759
P0DKB8	GO:0008759
P0DKB9	GO:0008759
F4IAW1	GO:0008759
P0A725	GO:0019213
P0A725	GO:0005506
P0A725	GO:0008759
P0A725	GO:0008270
P47205	GO:0008759
F4JGP6	GO:0043764
F4JIP6	GO:0043764
P21645	GO:0042802
P21645	GO:0016410
Q9ZN40	GO:0016791
O24866	GO:0016791
B2RLI7	GO:0016791
Q9ZJ31	GO:0016791
B2RI48	GO:0016791
P43341	GO:0008758
Q8LEA0	GO:0009029
P27300	GO:0016301
P27300	GO:0009029
P0ACV0	GO:0016740
P24205	GO:0016747
O60711	GO:0003712
Q99N69	GO:0003712
P0ACV2	GO:0008951
P76445	GO:0016776
P76445	GO:0050380
Q8GSJ6	GO:0003756
A2AR95	GO:0001540
O15165	GO:0070412
O95237	GO:0016416
O95237	GO:0047173
O95237	GO:0016746
Q9JI60	GO:0008374
Q9JI61	GO:0047173
Q9JI61	GO:0001972
Q9JI61	GO:0019841
Q8K3W2	GO:0003779
Q8K3W2	GO:0051393
Q8TF66	GO:0005518
Q8TF66	GO:0001968
Q8TF66	GO:0043236
Q2I0M4	GO:0015459
Q8K1C9	GO:0042803
Q8N1G4	GO:0044822
P0C192	GO:0005102
Q96AG4	GO:0098641
Q96AG4	GO:0044822
Q8IWT6	GO:0005225
Q8TDW0	GO:0005225
Q7L1W4	GO:0005225
Q6NSJ5	GO:0005225
P25579	GO:0004860
P35688	GO:0005096
P36771	GO:0000986
P36771	GO:0043565
Q9M3D8	GO:0004674
Q9M3D8	GO:0004675
Q9LSR8	GO:0005524
Q9LSR8	GO:0004674
Q96285	GO:0004674
Q8VYG0	GO:0004674
Q7TQH7	GO:0005041
Q86VZ4	GO:0051219
Q9JI18	GO:0050750
Q9JI18	GO:0005041
Q94CK9	GO:0042803
Q07954	GO:0034185
Q07954	GO:0070325
Q07954	GO:0005041
Q07954	GO:0044822
Q07954	GO:0032403
Q07954	GO:0004872
Q91ZX7	GO:0005509
P38801	GO:0003690
P38801	GO:0003725
P38801	GO:0030234
P98164	GO:0042954
P98164	GO:0005041
P98158	GO:0030492
P98158	GO:0042562
P98158	GO:0050750
P98158	GO:0030165
P98158	GO:0032403
P98158	GO:0004872
Q8VI56	GO:0042803
Q8VI56	GO:0030971
Q9QYP1	GO:0034185
Q9QYP1	GO:0030971
Q9QYP1	GO:0097110
O75197	GO:0071936
O75197	GO:0017147
Q91VN0	GO:0042813
Q91VN0	GO:0017147
O75581	GO:0071936
O75581	GO:0005109
O75581	GO:0042802
O75581	GO:0019210
O75581	GO:0005041
O75581	GO:0042803
O75581	GO:0005102
O75581	GO:0019534
O75581	GO:0017147
O88572	GO:0019534
O88572	GO:0017147
Q14114	GO:0034185
Q14114	GO:0005041
Q14114	GO:0004888
Q14114	GO:0030229
Q924X6	GO:0034185
Q924X6	GO:0048306
Q924X6	GO:0001948
Q924X6	GO:0005041
Q924X6	GO:0038025
Q04833	GO:0015248
P0ACJ0	GO:0042802
P0ACJ0	GO:0043565
P70587	GO:0008022
Q32MZ4	GO:0098641
Q32MZ4	GO:0003677
Q32MZ4	GO:0003725
Q32MZ4	GO:0042803
Q9Y608	GO:0030275
Q38SD2	GO:0042802
Q5S007	GO:0003779
Q5S007	GO:0030276
Q5S007	GO:0039706
Q5S007	GO:0001948
Q5S007	GO:0005525
Q5S007	GO:0034211
Q5S007	GO:0005096
Q5S007	GO:0003924
Q5S007	GO:0042802
Q5S007	GO:0044325
Q5S007	GO:0016301
Q5S007	GO:0004708
Q5S007	GO:0008017
Q5S007	GO:0036479
Q5S007	GO:0042803
Q5S007	GO:0051018
Q5S007	GO:0004672
Q5S007	GO:0004674
Q5S007	GO:0030159
Q5S007	GO:0017048
Q5S007	GO:0000149
Q5S007	GO:0017075
Q5S007	GO:0015631
Q5S006	GO:1904713
Q5S006	GO:0042802
